 #--- Initial_population -----------------------------
     Omega        hs        n         ec0       alpha     beta      rat_ed    rat_ei
     34.36      1.77      0.36      0.90      0.25      1.51      1.11      0.58
     34.58      2.85      0.29      0.95      0.21      1.67      1.09      0.55
     35.91      4.08      0.27      0.94      0.10      1.37      1.20      0.54
     33.87      2.69      0.24      0.86      0.24      1.44      1.15      0.56
     28.71      1.84      0.25      1.07      0.25      1.39      1.24      0.57
     37.38      5.12      0.26      1.03      0.10      1.40      1.16      0.54
     35.13      3.18      0.22      0.97      0.19      1.40      1.13      0.58
     37.93      3.83      0.28      0.87      0.15      1.46      1.21      0.55
     37.65      2.33      0.26      0.99      0.12      1.65      1.15      0.56
     34.33      4.25      0.28      0.92      0.13      1.69      1.15      0.56
     35.94      5.29      0.26      0.93      0.20      1.49      1.12      0.57
     33.44      7.29      0.26      0.89      0.28      1.24      1.15      0.55
     38.86      3.87      0.31      0.84      0.18      1.58      1.12      0.55
     36.03      3.85      0.29      0.90      0.20      1.54      1.16      0.57
     35.88      5.27      0.27      0.95      0.21      1.94      1.16      0.54
     32.94      5.21      0.23      1.02      0.17      1.53      1.16      0.56
     30.07      6.51      0.24      0.96      0.16      1.24      1.12      0.55
     33.60      3.32      0.24      0.91      0.25      1.53      1.16      0.56
     32.46      3.83      0.33      0.91      0.12      1.41      1.12      0.53
     33.10      3.40      0.23      1.01      0.15      1.33      1.21      0.57
     35.70      6.17      0.29      0.86      0.20      1.77      1.22      0.56
     33.33      6.46      0.24      0.95      0.19      1.39      1.15      0.54
     36.22      4.76      0.26      1.06      0.18      1.49      1.12      0.57
     33.34      6.55      0.24      0.95      0.16      1.05      1.23      0.57
     33.94      2.24      0.25      0.89      0.20      1.18      1.25      0.57
     36.58      5.89      0.27      0.82      0.21      1.88      1.19      0.56
     31.00      5.32      0.32      0.95      0.19      1.21      1.24      0.56
     33.47      3.94      0.30      1.01      0.07      1.40      1.21      0.55
     38.81      3.88      0.28      0.80      0.13      1.55      1.11      0.59
     38.07      3.86      0.28      1.04      0.14      1.41      1.09      0.55
     32.98      6.46      0.29      0.97      0.21      1.24      1.12      0.54
     37.18      4.33      0.25      0.90      0.22      1.24      1.21      0.56
     33.09      5.39      0.27      0.93      0.17      1.35      1.22      0.57
     32.86      7.09      0.24      0.98      0.18      1.55      1.15      0.55
     31.05      5.87      0.24      0.99      0.14      1.36      1.18      0.57
     34.80      6.30      0.30      0.93      0.19      1.63      1.16      0.55
     34.20      4.45      0.27      0.95      0.20      1.18      1.16      0.56
     34.34      2.96      0.28      0.96      0.16      1.73      1.16      0.55
     34.58      7.77      0.26      0.89      0.19      1.36      1.16      0.54
     34.38      4.93      0.33      1.00      0.09      1.38      1.17      0.56
     34.42      3.71      0.26      0.93      0.16      1.28      1.15      0.57
     33.61      4.33      0.31      0.97      0.16      1.62      1.19      0.55
     32.47      7.24      0.25      0.98      0.16      1.33      1.17      0.56
     37.87      6.04      0.24      0.84      0.23      1.44      1.11      0.56
     36.52      8.47      0.23      0.87      0.18      1.40      1.07      0.56
     36.23      4.19      0.29      0.89      0.19      1.83      1.22      0.58

 #-----------Update Pop P_ran-----           2 /          20
     phi        hs        n         ec0       alpha     beta      rat_ei    rat_ed
 -------------------------------------------------------
     33.03      1.82      0.26      0.94      0.27      1.39      1.21      0.56
     38.38      2.71      0.31      0.69      0.28      1.62      1.22      0.55
     36.69      3.26      0.29      0.65      0.17      1.74      1.17      0.56
     29.64      5.06      0.30      0.63      0.28      1.75      1.26      0.53
     28.43      5.00      0.38      1.06      0.16      1.69      1.29      0.55
     28.54      3.82      0.31      0.79      0.24      1.25      1.28      0.54
     25.01      7.37      0.23      0.84      0.28      1.98      1.25      0.57
     28.02      4.87      0.38      0.78      0.26      1.81      1.21      0.54
     32.01      5.41      0.39      0.84      0.05      1.39      1.19      0.56
     30.90      7.55      0.24      0.84      0.25      1.74      1.19      0.57
     28.18      6.63      0.26      0.61      0.16      1.98      1.10      0.59
     35.50      5.53      0.37      0.77      0.10      1.65      1.14      0.59
     36.46      3.07      0.36      0.61      0.27      1.28      1.07      0.55
     28.64      3.76      0.33      1.09      0.19      1.40      1.14      0.59
     26.80      2.10      0.22      0.86      0.24      1.25      1.11      0.54
     30.82      8.14      0.20      1.08      0.09      1.14      1.08      0.59
     32.39      5.48      0.38      1.00      0.08      1.88      1.22      0.58
     31.17      5.21      0.32      0.94      0.27      1.80      1.26      0.54
     37.60      7.26      0.23      0.73      0.18      1.13      1.09      0.56
     31.74      1.33      0.30      0.97      0.10      1.40      1.12      0.56
     29.73      3.37      0.23      1.04      0.15      1.44      1.24      0.59
     30.41      8.97      0.26      0.71      0.28      1.78      1.30      0.55
     27.50      2.09      0.28      0.96      0.22      1.43      1.07      0.56
     35.89      2.48      0.38      0.76      0.25      1.95      1.06      0.59
     28.41      3.49      0.39      0.73      0.08      1.16      1.24      0.57
     31.78      2.08      0.20      1.01      0.27      1.58      1.30      0.55
     33.80      3.51      0.29      0.94      0.28      1.31      1.07      0.56
     35.54      8.65      0.28      1.06      0.13      1.07      1.21      0.57
     38.08      6.33      0.26      0.88      0.06      1.84      1.11      0.54
     27.33      7.87      0.26      0.98      0.26      1.69      1.08      0.56
     35.20      2.09      0.32      0.69      0.14      1.47      1.22      0.57
     30.60      3.44      0.29      0.72      0.16      1.79      1.30      0.58
     32.24      4.48      0.22      0.89      0.21      1.06      1.17      0.55
     29.89      3.21      0.40      1.00      0.06      1.55      1.29      0.58
     29.86      5.78      0.28      0.82      0.22      1.26      1.28      0.56
     27.93      2.97      0.37      1.05      0.23      1.30      1.13      0.60
     34.97      3.35      0.25      0.73      0.21      1.79      1.07      0.59
     33.82      1.87      0.31      0.87      0.11      1.48      1.12      0.56
     38.38      3.61      0.40      1.09      0.11      1.42      1.26      0.55
     25.13      4.74      0.21      1.03      0.11      1.74      1.21      0.55
     25.53      3.73      0.39      0.83      0.13      1.66      1.28      0.58
     35.80      3.67      0.30      0.90      0.27      1.45      1.07      0.55
     31.48      6.95      0.40      1.01      0.09      1.09      1.20      0.56
     30.58      8.38      0.28      0.75      0.08      1.85      1.07      0.54
     39.35      5.67      0.36      0.64      0.09      1.03      1.10      0.53
     28.55      2.87      0.27      0.78      0.12      1.54      1.25      0.55
     37.43      8.46      0.28      0.88      0.20      1.18      1.19      0.53
     37.77      2.95      0.31      1.00      0.24      1.55      1.22      0.54
     32.57      7.66      0.37      0.98      0.17      1.42      1.17      0.54
     33.56      5.41      0.23      0.60      0.11      1.18      1.30      0.54
     29.46      2.04      0.23      0.85      0.14      1.23      1.20      0.53
     33.63      8.23      0.26      1.02      0.09      1.71      1.29      0.55
     28.68      5.38      0.33      0.92      0.11      1.61      1.28      0.58
     35.28      4.36      0.35      1.00      0.28      1.68      1.11      0.57
     25.86      8.29      0.31      0.63      0.09      1.98      1.13      0.59
     28.82      1.26      0.21      0.95      0.26      1.18      1.06      0.59
     30.65      2.42      0.23      0.77      0.23      1.49      1.11      0.53
     27.00      1.51      0.31      0.76      0.13      1.99      1.06      0.60
     33.85      1.69      0.37      0.64      0.17      1.73      1.06      0.56
     33.91      4.86      0.28      0.67      0.08      1.83      1.29      0.57
     38.04      2.45      0.23      1.09      0.16      1.10      1.24      0.55
     28.25      6.59      0.32      1.02      0.15      1.33      1.10      0.60
     27.13      3.55      0.20      0.64      0.22      1.73      1.08      0.58
     32.34      7.43      0.22      0.88      0.20      1.76      1.15      0.54
     36.11      5.15      0.39      0.63      0.30      1.92      1.16      0.60
     27.59      1.49      0.32      0.95      0.28      1.94      1.27      0.53
     29.25      8.14      0.31      0.68      0.29      1.28      1.07      0.53
     29.94      4.83      0.22      1.02      0.19      1.80      1.15      0.53
     35.58      4.41      0.29      1.09      0.22      1.59      1.14      0.56
     28.13      6.96      0.26      1.04      0.17      1.19      1.29      0.56
     31.95      8.25      0.35      1.10      0.25      1.43      1.13      0.55
     31.13      8.07      0.23      0.61      0.17      1.36      1.28      0.54
     36.94      7.85      0.25      1.05      0.26      1.09      1.21      0.54
     32.20      8.68      0.40      0.89      0.24      1.52      1.12      0.58
     38.89      8.38      0.33      0.61      0.10      1.83      1.21      0.57
     32.88      4.39      0.35      0.92      0.15      1.93      1.19      0.54
     27.42      6.66      0.21      0.65      0.25      1.58      1.08      0.58
